tag,Yuzuki Choco,Shiranui Flare,Amane Kanata,Himemori Luna,Robocosan,Takanashi Kiara,Regis Altare,Nekomata Okayu,Ninomae Ina'nis,La+ Darknesss,Nakiri Ayame,Hakos Baelz,Hanasaki Miyabi,Moona Hoshinova,Omaru Polka,Usada Pekora,Yatogami Fuma,Kaela Kovalskia,Mori Calliope,Tokoyami Towa,Hakui Koyori,Axel Syrios,Yukihana Lamy,Shirakami Fubuki,Oozora Subaru,Kazama Iroha,Airani Iofifteen,Tsunomaki Watame,Kureiji Ollie,Ouro Kronii,Aragami Oga,Kanade Izuru,Pavolia Reine,Utsugi Uyu,Kobo Kanaeru,IRyS,Inugami Korone,Yukoku Roberu,Houshou Marine,Arurandeisu,Aki Rosenthal,Astel Leda,Hoshimachi Suisei,Momosuzu Nene,Vestia Zeta,Anya Melfissa,Sakura Miko,Takane Lui,Shishiro Botan,Ookami Mio,Ayunda Risu,Rikka,Shirogane Noel,Minase Rio,Kishido Temma,Kageyama Shien,Natsuiro Matsuri,Tokino Sora,AZKi
trophies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691120558566345e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trophy system,0.0,0.0,0.0,1.5026109866498463e-11,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tropical,0.0,0.0,0.0,0.0,7.74481377488321e-23,1.5156117032428613e-22,0.0,0.0,0.0,0.0,0.0,5.691205181239139e-23,0.0,0.0007573589594550724,0.0,1.0179053487888476e-23,0.0,0.0,0.0,0.0,2.728973140451153e-22,2.364541832389406e-21,0.0,0.0,1.495264711713801e-23,0.0,0.0002640591885560856,0.0,3.5416540988750094e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.7546578152115283e-22,2.848456873879366e-17,1.4417590006075238e-22,0.0,1.146464477833721e-22,3.600292022030723e-23,0.0,0.0,0.0,4.441444630021083e-22,9.924578911913236e-23,0.0,0.0,0.0,2.7484052809364276e-22,6.773253013525362e-05,0.0,0.0,0.0,0.0,9.307590440656534e-21,0.0,0.0,0.0
trucks,0.0,0.0,0.0,0.0,0.0,7.184116454219224e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149206545800089e-25,0.0,0.0,4.41216109291735e-24,0.0,0.0,0.0,0.0,0.0,6.358027341858277e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0149698968863852e-23,0.0,0.0,0.0,3.140027506031616e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1599073690864357e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turkey,0.0,0.0,0.0,1.7593765822452245e-14,0.0,0.0,0.0,1.345466276782596e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.664357349864219e-13,0.0,0.0,3.998141980990014e-15,0.0,0.0,0.0,0.0,0.0,0.001951148185945707,9.474170549096994e-10,6.27239246135688e-10,0.0,0.0,0.0,1.8507436686907327e-10,0.0,0.0,0.0,2.003294875515193e-15,0.0,0.0,0.0,0.0,0.0,1.2754548413284216e-13,0.0,2.7884032848799464e-16,1.9669528994868327e-18,0.0,0.0,0.0,9.48646012655601e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn based strategy,0.0,0.0,0.0,0.00014298481498838288,0.0,7.83384957261715e-12,2.654456346036939e-06,0.0,3.762390584905254e-15,0.0,0.0,0.0,0.0,1.0915433442416125e-09,1.2194302338223296e-16,3.643212916060745e-18,0.0,1.182113435307212e-08,7.802205804255636e-10,6.732056273873366e-16,3.767673871581879e-18,5.346794996821547e-05,1.2044291673098227e-15,4.8860574869132935e-20,8.456939058186383e-24,0.0,4.672580481564952e-09,0.0,1.7789961193412735e-09,0.03628706821625226,1.0155106133472475e-08,0.008608705193816561,3.0293120741097795e-09,0.00922046269753423,0.0,9.191943130556177e-05,0.0,1.5006899533179073e-16,2.442521999276143e-22,1.4077253128391688e-05,0.010121506302098019,0.0,0.0,8.718551379420644e-05,5.529212093457823e-10,1.0945644405555374e-10,1.871352012902484e-15,1.147829812337659e-25,1.1702049991873326e-19,4.207923268788984e-16,1.918911063353162e-20,0.0,0.00011599019226817015,0.0,6.979848295095755e-17,1.6387328507095815e-05,0.0,3.3530780399795927e-16,8.935753153752934e-07
turn-based,0.0,0.0,0.0,0.00014298481498838288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.802205804255326e-10,6.732056273873366e-16,6.238716455166467e-08,2.6603481449865655e-19,0.0,4.8860574869132935e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5023900106691745e-14,8.798270100048847e-07,1.1112922466462637e-18,0.0,7.546119436912427e-16,0.0,0.0,0.0,8.718551379420644e-05,0.0,0.0,0.0,0.0,1.17015927394797e-19,0.0,0.0,0.0,0.00011599019226817015,0.0,0.0,0.0,0.0,1.7181794868844818e-08,8.935753145550479e-07
turn-based combat,0.0,0.0,0.0,3.9460489427370666e-17,0.0,2.0519041425000668e-16,0.0,0.0,1.7138581647658364e-15,0.0,0.0,0.0,0.0,0.0,3.8119358862517365e-17,3.643212916060745e-18,0.0,3.067385604183974e-20,0.0,6.732056273873366e-16,1.454290602495109e-22,5.548496486957354e-13,1.0936879204557267e-22,0.0,8.456939058186383e-24,0.0,0.0,0.0,0.0,0.03628706821625226,1.0155106133472475e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.5006899533179073e-16,0.0,7.546119436912427e-16,0.0,0.0,0.0,0.0,4.7964988350365575e-14,8.309092925569991e-12,0.0,0.0,1.1702049991873326e-19,0.0,0.0,0.0,0.0,0.0,6.979848295095755e-17,0.0,0.0,0.0,0.0
turn-based rpg,0.0,8.691075433974656e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.08526176857335e-24,0.0,0.0,0.0,8.944929177325109e-10,0.0,0.0,0.0,0.0,0.0,2.0321525188690815e-24,0.0,1.0035667479180632e-09,4.7599701314748496e-18,6.615251330605433e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2184675234424938e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3114453923102964e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn-based tactics,0.0,0.0,0.0,3.9460489427370666e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.732056273873366e-16,0.0,2.6603481449865655e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1112922466462637e-18,0.0,7.546119436912427e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17015927394797e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twin stick control,0.0,0.0,0.0,1.5026109866498463e-11,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.3086570368486615e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twitch integration,0.0,0.0,0.0,1.7593765822452245e-14,0.0,0.0,0.0,1.345466276782596e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.664357349864219e-13,0.0,0.0,3.998141980990014e-15,0.0,0.0,0.0,0.0,0.0,0.001951148185945707,9.474170549096994e-10,6.27239246135688e-10,0.0,0.0,0.0,1.8507436686907327e-10,0.0,0.0,0.0,2.003294875515193e-15,0.0,0.0,0.0,0.0,0.0,1.2754548413284216e-13,0.0,2.7884032848799464e-16,1.9669528994868327e-18,0.0,0.0,0.0,9.48646012655601e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
two screen multiplayer,0.0,0.0,0.0,0.0,0.0,0.0,4.527681840832628e-12,0.0,0.0,0.0,0.0,0.0,2.45389663754531e-22,0.0,0.0,9.229920745454586e-18,0.0,2.2665084306367675e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0760102066328642e-08,0.0,0.0,0.0,0.0,0.0,0.0,9.495862103487501e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.509995233632e-18,0.0,3.645692808685161e-05,0.0,0.0,0.0,0.0
tycoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.543981721571317e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7661042366906158e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7623393042439908e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3704791491957325e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tyrannosaurus rex,0.0,0.0,0.0,4.1284771977031427e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.673794230900732e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
undead,0.0,0.007481758677183936,0.005346324025018821,0.0024527318210023344,6.144043506971419e-23,0.0015713808158378819,4.546923874884922e-12,0.0,0.0028813332096813706,0.0,0.0,3.1914839913472905e-12,5.36782843579375e-06,1.0887252472372404e-08,0.0,1.6071974644997689e-06,0.0,2.2665084306367675e-19,0.008481948375276445,0.0,1.1086726937097377e-12,4.0180644722713426e-14,0.0,0.0,0.0,0.0,3.795926644253867e-09,0.0,0.0,2.598202992199271e-06,0.0,1.0760102066328642e-08,1.3675248792702779e-09,3.5088770899417136e-20,1.4022802412498e-21,1.0598260239845297e-05,0.010141011951426407,0.0,9.495862103487501e-17,0.009487999722416953,0.008471923921356398,0.0,0.0,0.0,2.7487392843704934e-07,0.0,0.0,0.0,3.58979553586873e-06,0.0,9.73674566028321e-10,0.010246589929823299,0.010672461014907654,0.0,0.000621781605597502,0.0,0.0,0.0,0.0
underground,6.533246781452332e-14,2.674762694386193e-15,3.1274723092098804e-15,1.510406091737706e-13,0.04961404666113943,0.012387679074734181,0.005001002855241926,9.579870176516568e-15,0.0,0.0,0.0,0.0,0.013229301377789026,1.5836798486624583e-24,4.028632350104815e-07,0.004426811334472005,5.845961911936873e-14,1.1824835040075577e-23,0.003095897047231539,0.006318122742169076,3.432348275861153e-14,0.015526510604427134,0.0,1.4955380352744956e-15,2.1850146031907017e-15,2.8606415442869683e-15,1.1244217793243768e-12,5.266776030443948e-15,2.3465117281588288e-14,0.0,0.0,0.006561777587165381,0.0,0.004703093549016303,2.2220718521207867e-25,0.00961339168821624,2.6886040567598106e-14,2.2148466140793342e-14,4.816963782295618e-14,0.004016882218375836,0.0,0.04229415344288402,0.0,5.704777763392826e-15,0.01631137836954964,0.008817114781298388,4.378302845832669e-15,5.824202672868075e-15,0.010661907170462575,1.5492253141759125e-13,0.0,0.0,4.0492870058727726e-15,0.0,0.04250273931441675,0.0,0.029346854971919183,8.14894837778006e-07,4.7929588845614745e-15
underwater,0.0,0.0,0.0,0.0,0.0,5.697384827495971e-12,0.0,0.0,0.0,0.0,1.7247802449646192e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4600356072856296e-19,0.0,0.0,0.0,0.003445591224553789,0.0,0.008389169394313029,0.0,0.0,1.4759754707515817e-14,0.0,0.0,0.0,0.0,0.007964769516471763,0.0,0.0,0.0,1.676600195676735e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0421297997526538e-11,0.0,0.0,0.0,0.0,0.007354812867006118,0.0,0.0,0.0,0.0,2.6805144671673198e-22,0.0,0.0,0.0
underwater gameplay,0.0,0.0,0.0,0.0,0.0,5.697384827495971e-12,4.527681840832628e-12,0.0,0.0,0.0,1.7247802449646192e-19,0.0,2.45389663754531e-22,0.005062085323302666,0.0,9.229920745454586e-18,0.0,3.726544037922397e-19,0.0,3.2548509138054072e-25,0.0,0.003445591224553789,0.0,0.008389169394313029,0.0,0.0,0.002096021094885658,0.0,0.00018601317093272667,2.0112705365689302e-23,0.0,0.00796478027657383,0.0,0.0,0.0,0.0,0.0,0.0,9.495862103487501e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.3207298219209656e-25,0.0,0.0,1.8638615338488894e-25,0.0,0.007764594760294341,0.0,4.509995233632e-18,0.0,3.645692808685161e-05,0.0,0.0,0.0,0.0
unique battle system,0.0,0.0,0.0,0.0001429848149883434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266348905665391e-11,0.0,2.122199594414609e-18,0.0,0.0,4.8860574869132935e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5023900106691745e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.718551379420644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011599019226817015,0.0,0.0,0.0,0.0,3.3530780399795927e-16,8.935753145550479e-07
united states,0.0,0.0,0.0,0.0,0.0,5.69716220472034e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.646436788050847e-17,0.0,2.3884323043291854e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.342197818939641e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
united states army,0.0,0.0,0.0,1.5026109866498463e-11,0.0,0.0,3.631296620349243e-11,0.0,0.0,0.0,0.0,2.208677873687331e-05,0.006350670992361469,0.0,0.0,0.0,2.1229904544648745e-09,0.0,4.508338085899226e-13,2.4250894146813625e-10,0.0,2.133526515740085e-11,0.0,1.4079653667256999e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8860732672115e-15,1.961224483386312e-11,0.0,0.0,0.0,3.698917679661864e-11,0.0,7.646543145773129e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0036977990174375266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unlicensed game,0.0,0.0,0.0,0.00010398834106526911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010996506621738199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005608401102115228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unlockable characters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2595413341533722e-22,0.0,0.0,0.0,0.0,0.0,3.2746541969192704e-22,0.0,0.0,0.0,0.0,3.915525986458504e-21,0.0,0.0,0.0,1.9368662303692494e-13,0.0,0.0,3.63200744631387e-14,0.0,0.0,0.0,1.4051575524096968e-19,0.0,2.731492697956892e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8411656444548487e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.8778257528040247e-19,0.0,0.02391804315441039,0.0
unlockables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726787795621077e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.612156904827046e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unofficial,0.0,0.0,0.0,0.00010398834106526911,2.0077675416546115e-23,0.0014909457646657023,0.0,1.0308098797864333e-23,0.007518762787850761,9.397205756390464e-07,0.0,5.0178372630898425e-23,0.0,3.1257006430284514e-22,0.0,7.547678856739363e-22,0.0,1.719219390483294e-21,3.697729342530814e-23,0.0,0.010996506621738199,0.0,0.0,1.9520808198778807e-23,1.5631451539442881e-23,0.0,5.585197854760915e-23,0.0,1.5064275098046132e-19,0.00804575876980143,1.3757628997349123e-11,0.0,9.396597212302864e-23,0.0,0.00025706353198079685,6.45502536507121e-23,5.541625990836472e-23,0.0,1.3402076341882477e-22,5.0318893849328095e-14,1.6177154847785665e-23,0.005608401102115228,8.691917583826706e-23,1.8440878625445068e-23,0.0008584347597985743,0.0,1.4153005553264984e-23,0.0,1.01763391666088e-23,0.0,2.2361662088168657e-13,0.00011631625573939668,0.0,0.0,0.0,0.0,0.0,2.724199275032022e-23,0.0
unofficial port,0.0,0.0,0.0,0.0,0.0,0.0014909457646657023,0.0,0.0,0.007518762787832274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00804575876980143,0.0,0.0,0.0,0.0,0.00025706353198079685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008584347597985743,0.0,0.0,0.0,0.0,0.0,2.2361662088168657e-13,0.00011631625573939668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unreliable narrator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2230626117415953e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3770587315249834e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.080696833735821e-23,1.0798722181097866e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upgradable equipment,0.0,0.0,0.0,1.510406091737706e-13,8.531593201314272e-06,7.184116454887845e-05,0.0,9.579870176516568e-15,0.0,0.0,1.7247802449646192e-19,0.0,0.0,0.0,4.0286323262127793e-07,4.149206545800089e-25,0.0,1.4667401543651098e-19,1.281682158980847e-10,0.00012602187214479175,0.0,0.0034462714491075228,0.0,0.008389169394313029,6.358027341858277e-22,0.0,1.1210175794272274e-12,9.646436788050847e-17,9.324047420729218e-15,2.3884323058515405e-13,0.0,0.009650209824571088,0.0,0.0,0.0,1.3200861973591156e-17,0.0,0.0,0.0,0.0005758346767319192,0.0,7.162251785466729e-07,0.0,0.0,8.748771579127896e-14,0.0,0.0,0.0,1.9193177755668825e-17,0.0,0.007354812867006118,0.0,0.0,0.0,0.0,0.0,0.0,8.14894837778006e-07,0.0
upgradable weapons,0.0,0.0,0.0,0.0,0.0,2.226227756314095e-16,0.0,0.0,0.0,0.0,1.7247802449646192e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4600356072856296e-19,0.0,0.0,0.0,7.935270107252487e-16,0.0,0.0,0.0,0.0,1.4759754707515817e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
upgrade,0.0,0.0,0.0,1.510406091737706e-13,8.531593201314272e-06,7.184116454887845e-05,0.0,9.579870176516568e-15,0.0,0.0,1.7247802449646192e-19,0.0,0.0,0.0,4.0286323262127793e-07,4.149206545800089e-25,0.0,1.4600356072856296e-19,1.281682158980847e-10,0.00012602187214479175,0.0,0.003445591224553789,0.0,0.008389169394313029,6.358027341858277e-22,0.0,1.1210175794272274e-12,9.646436788050847e-17,9.324047420729218e-15,2.3884323043291854e-13,0.0,0.009650209824571088,0.0,0.0,0.0,1.3200861973591156e-17,0.0,0.0,0.0,0.0005758346767319192,0.0,7.162251785466729e-07,0.0,0.0,8.748771579127896e-14,0.0,0.0,0.0,1.9193177755668825e-17,0.0,0.007354812867006118,0.0,0.0,0.0,0.0,0.0,0.0,8.14894837778006e-07,0.0
upgradeable vehicles,0.0,2.3085619304367628e-09,5.913865298057728e-10,4.975964194100624e-10,1.1744877875964504e-09,7.184116454219224e-05,0.0,3.478978010142231e-10,0.0,0.0,0.0,0.0,0.0,7.672117147041437e-09,0.0,1.705981708706348e-10,0.0,0.0,4.41216109291735e-24,0.0,1.580221707405936e-08,0.003445591224552996,1.3383696906179373e-09,0.008389169960614977,6.358027341858277e-22,0.0,2.67494429565162e-09,4.704376080544008e-10,0.0,2.3884323043291854e-13,0.05036469427021043,0.007964769516471763,0.0,0.0,0.0,3.0915347544698585e-09,0.0,0.0,0.0,4.3421978192536435e-15,0.0,0.0,0.0,1.7863040600486922e-09,6.094419288689528e-09,2.0263537662781103e-08,5.834191561153177e-10,2.165066272388978e-09,7.2708560393315e-10,3.5873531150548255e-09,0.007354812867006118,0.0,5.963248319853064e-10,0.0,0.0,0.0,0.0,0.007250366238892042,1.6176997798086468e-09
upgradeable weapons,0.0,0.007481758677183936,0.005346324025018821,0.002452731821002413,6.144043506971419e-23,0.0015713808158381046,1.921332360767276e-14,1.7572363686732982e-16,0.0028813332096813706,0.0,1.7247802449646192e-19,3.2425767847201616e-08,5.36782843579375e-06,0.0,0.0,1.6071974644905392e-06,0.0,1.4600356072856296e-19,0.008481948375276445,0.0,2.6830254209474012e-09,4.0974173414443324e-14,0.0,6.798988734044984e-17,1.688545036411177e-12,3.8778738076170995e-25,1.4759754707515817e-14,0.0,0.0,2.598202992199271e-06,0.0,0.0,0.0,0.0,0.0,1.0598260239845297e-05,0.010141011885808281,0.0,0.0,0.009487999722416953,0.008471923921356398,0.0,0.0,0.0,0.0,0.0,0.0,5.625605138606146e-16,3.58979553586873e-06,0.0,1.6081967094450862e-24,0.010246589934057746,0.010672461014907651,0.0,0.0005758735739710666,0.0,0.0,0.0,0.0
upgrades,0.06736185483145107,0.002983174059961466,5.6025720859530284e-05,0.0011624159435846106,8.818980887481977e-06,8.004436008264921e-05,0.000969094799660469,1.909006236175697e-06,6.905817381176111e-05,9.421529833609843e-08,0.03499874445008011,1.6912772675141634e-06,0.012894484132592966,8.023882611692595e-07,0.015679950882046476,3.6177076787056926e-06,0.0210533080983225,6.982922799680117e-05,1.281682158980847e-10,0.0012199344450082342,6.007447164002911e-05,0.005433554470498614,9.518944275213012e-06,0.01953445239482563,3.1170317531933793e-07,0.0027737741137447217,1.1210175794272274e-12,0.005838783947872744,2.298026393099321e-06,2.1101932936168834e-06,0.0,0.011199702864994611,5.27555694483325e-06,0.0007917099097885337,0.0,2.269910850703875e-05,0.00013018217623274954,0.011455519733544391,0.04454513524541165,0.0010915829939917444,0.0010095827899372946,1.2680195028741965e-05,0.01935346087258826,8.66327303991423e-06,8.748771579127896e-14,1.0825468833494533e-06,2.3926651535016918e-06,0.0013995817051533257,1.2974097987457314e-06,3.3502455912359296e-05,0.007354884626620764,0.0007801231464188279,5.31395739466651e-06,0.002111535899971996,0.006609076680282692,0.0003985057667423825,0.004366789583519931,8.14894837778006e-07,0.004650101464210541
urban legends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.289707909794601e-06,0.0,6.222456409986406e-08,0.0,0.0,0.0,0.0,0.0,0.0,4.953136304783432e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010467450852036181,5.386463572234467e-08,0.01996848376526847,0.0,0.0,0.0,0.0,0.000582084302488712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6197323768950042e-08,0.0,3.102414372571979e-06,0.0,0.0008763982431830719,0.0
using dialogue to avoid combat,0.0,0.0,0.0,0.0001429848149883434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.266348905665391e-11,0.0,2.122199594414609e-18,0.0,0.0,4.8860574869132935e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5023900106691745e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.718551379420644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011599019226817015,0.0,0.0,0.0,0.0,3.3530780399795927e-16,8.935753145550479e-07
v-cast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023362813548583315,0.0,0.0,1.1062355755209364e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3604143473200053e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valkyries,0.0,0.0,0.0,0.0,0.0,1.452918658078672e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2044291673098227e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.4565713807715826e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.442521999276143e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.871352012902484e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
